Problem #,Problem,Difficulty,Acceptance,LeetCode URL
1590,Make Sum Divisible by P,Medium,42.60%,https://leetcode.com/problems/make-sum-divisible-by-p
1591,Strange Printer II,Hard,61.20%,https://leetcode.com/problems/strange-printer-ii
1592,Rearrange Spaces Between Words,Easy,44.40%,https://leetcode.com/problems/rearrange-spaces-between-words
1593,Split a String Into the Max Number of Unique Substrings,Medium,68.80%,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings
1594,Maximum Non Negative Product in a Matrix,Medium,51.80%,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix
1595,Minimum Cost to Connect Two Groups of Points,Hard,50.70%,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points
1596,The Most Frequently Ordered Products for Each Customer,Medium,77.70%,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer
1597,Build Binary Expression Tree From Infix Expression,Hard,62.70%,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression
1598,Crawler Log Folder,Easy,71.70%,https://leetcode.com/problems/crawler-log-folder
1599,Maximum Profit of Operating a Centennial Wheel,Medium,44.70%,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel
1600,Throne Inheritance,Medium,67.90%,https://leetcode.com/problems/throne-inheritance
1601,Maximum Number of Achievable Transfer Requests,Hard,64.80%,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests
1602,Find Nearest Right Node in Binary Tree,Medium,74.90%,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree
1603,Design Parking System,Easy,87.20%,https://leetcode.com/problems/design-parking-system
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,Medium,46.40%,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period
1605,Find Valid Matrix Given Row and Column Sums,Medium,82.60%,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums
1606,Find Servers That Handled Most Number of Requests,Hard,45.70%,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests
1607,Sellers With No Sales,Easy,54.30%,https://leetcode.com/problems/sellers-with-no-sales
1608,Special Array With X Elements Greater Than or Equal X,Easy,66.90%,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x
1609,Even Odd Tree,Medium,67.30%,https://leetcode.com/problems/even-odd-tree
1610,Maximum Number of Visible Points,Hard,38.40%,https://leetcode.com/problems/maximum-number-of-visible-points
1611,Minimum One Bit Operations to Make Integers Zero,Hard,78.20%,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero
1612,Check If Two Expression Trees are Equivalent,Medium,71.40%,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent
1613,Find the Missing IDs,Medium,72.80%,https://leetcode.com/problems/find-the-missing-ids
1614,Maximum Nesting Depth of the Parentheses,Easy,85.10%,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses
1615,Maximal Network Rank,Medium,66.10%,https://leetcode.com/problems/maximal-network-rank
1616,Split Two Strings to Make Palindrome,Medium,32.70%,https://leetcode.com/problems/split-two-strings-to-make-palindrome
1617,Count Subtrees With Max Distance Between Cities,Hard,67.60%,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities
1618,Maximum Font to Fit a Sentence in a Screen,Medium,61.90%,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen
1619,Mean of Array After Removing Some Elements,Easy,72.20%,https://leetcode.com/problems/mean-of-array-after-removing-some-elements
1620,Coordinate With Maximum Network Quality,Medium,40.10%,https://leetcode.com/problems/coordinate-with-maximum-network-quality
1621,Number of Sets of K Non-Overlapping Line Segments,Medium,46.40%,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments
1622,Fancy Sequence,Hard,41.60%,https://leetcode.com/problems/fancy-sequence
1623,All Valid Triplets That Can Represent a Country,Easy,80.80%,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country
1624,Largest Substring Between Two Equal Characters,Easy,68.40%,https://leetcode.com/problems/largest-substring-between-two-equal-characters
1625,Lexicographically Smallest String After Applying Operations,Medium,79.30%,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations
1626,Best Team With No Conflicts,Medium,50.90%,https://leetcode.com/problems/best-team-with-no-conflicts
1627,Graph Connectivity With Threshold,Hard,50.10%,https://leetcode.com/problems/graph-connectivity-with-threshold
1628,Design an Expression Tree With Evaluate Function,Medium,82.50%,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function
1629,Slowest Key,Easy,59.80%,https://leetcode.com/problems/slowest-key
1630,Arithmetic Subarrays,Medium,83.70%,https://leetcode.com/problems/arithmetic-subarrays
1631,Path With Minimum Effort,Medium,64.00%,https://leetcode.com/problems/path-with-minimum-effort
1632,Rank Transform of a Matrix,Hard,42.60%,https://leetcode.com/problems/rank-transform-of-a-matrix
1633,Percentage of Users Attended a Contest,Easy,61.10%,https://leetcode.com/problems/percentage-of-users-attended-a-contest
1634,Add Two Polynomials Represented as Linked Lists,Medium,61.00%,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists
1635,Hopper Company Queries I,Hard,47.80%,https://leetcode.com/problems/hopper-company-queries-i
1636,Sort Array by Increasing Frequency,Easy,81.00%,https://leetcode.com/problems/sort-array-by-increasing-frequency
1637,Widest Vertical Area Between Two Points Containing No Points,Easy,87.10%,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points
1638,Count Substrings That Differ by One Character,Medium,72.30%,https://leetcode.com/problems/count-substrings-that-differ-by-one-character
1639,Number of Ways to Form a Target String Given a Dictionary,Hard,56.30%,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary
1640,Check Array Formation Through Concatenation,Easy,57.50%,https://leetcode.com/problems/check-array-formation-through-concatenation
1641,Count Sorted Vowel Strings,Medium,79.40%,https://leetcode.com/problems/count-sorted-vowel-strings
1642,Furthest Building You Can Reach,Medium,51.10%,https://leetcode.com/problems/furthest-building-you-can-reach
1643,Kth Smallest Instructions,Hard,44.80%,https://leetcode.com/problems/kth-smallest-instructions
1644,Lowest Common Ancestor of a Binary Tree II,Medium,69.70%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii
1645,Hopper Company Queries II,Hard,39.90%,https://leetcode.com/problems/hopper-company-queries-ii
1646,Get Maximum in Generated Array,Easy,51.70%,https://leetcode.com/problems/get-maximum-in-generated-array
1647,Minimum Deletions to Make Character Frequencies Unique,Medium,61.50%,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique
1648,Sell Diminishing-Valued Colored Balls,Medium,30.40%,https://leetcode.com/problems/sell-diminishing-valued-colored-balls
1649,Create Sorted Array through Instructions,Hard,42.40%,https://leetcode.com/problems/create-sorted-array-through-instructions
1650,Lowest Common Ancestor of a Binary Tree III,Medium,83.00%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii
1651,Hopper Company Queries III,Hard,65.10%,https://leetcode.com/problems/hopper-company-queries-iii
1652,Defuse the Bomb,Easy,79.50%,https://leetcode.com/problems/defuse-the-bomb
1653,Minimum Deletions to Make String Balanced,Medium,68.20%,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced
1654,Minimum Jumps to Reach Home,Medium,31.10%,https://leetcode.com/problems/minimum-jumps-to-reach-home
1655,Distribute Repeating Integers,Hard,41.10%,https://leetcode.com/problems/distribute-repeating-integers
1656,Design an Ordered Stream,Easy,82.70%,https://leetcode.com/problems/design-an-ordered-stream
1657,Determine if Two Strings Are Close,Medium,54.40%,https://leetcode.com/problems/determine-if-two-strings-are-close
1658,Minimum Operations to Reduce X to Zero,Medium,40.80%,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero
1659,Maximize Grid Happiness,Hard,41.50%,https://leetcode.com/problems/maximize-grid-happiness
1660,Correct a Binary Tree,Medium,74.10%,https://leetcode.com/problems/correct-a-binary-tree
1661,Average Time of Process per Machine,Easy,67.00%,https://leetcode.com/problems/average-time-of-process-per-machine
1662,Check If Two String Arrays are Equivalent,Easy,86.20%,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent
1663,Smallest String With A Given Numeric Value,Medium,67.60%,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value
1664,Ways to Make a Fair Array,Medium,67.50%,https://leetcode.com/problems/ways-to-make-a-fair-array
1665,Minimum Initial Energy to Finish Tasks,Hard,76.50%,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks
1666,Change the Root of a Binary Tree,Medium,74.30%,https://leetcode.com/problems/change-the-root-of-a-binary-tree
1667,Fix Names in a Table,Easy,60.70%,https://leetcode.com/problems/fix-names-in-a-table
1668,Maximum Repeating Substring,Easy,42.30%,https://leetcode.com/problems/maximum-repeating-substring
1669,Merge In Between Linked Lists,Medium,83.20%,https://leetcode.com/problems/merge-in-between-linked-lists
1670,Design Front Middle Back Queue,Medium,58.60%,https://leetcode.com/problems/design-front-middle-back-queue
1671,Minimum Number of Removals to Make Mountain Array,Hard,54.80%,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array
1672,Richest Customer Wealth,Easy,88.80%,https://leetcode.com/problems/richest-customer-wealth
1673,Find the Most Competitive Subsequence,Medium,53.50%,https://leetcode.com/problems/find-the-most-competitive-subsequence
1674,Minimum Moves to Make Array Complementary,Medium,64.80%,https://leetcode.com/problems/minimum-moves-to-make-array-complementary
1675,Minimize Deviation in Array,Hard,54.00%,https://leetcode.com/problems/minimize-deviation-in-array
1676,Lowest Common Ancestor of a Binary Tree IV,Medium,79.60%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv
1677,Product's Worth Over Invoices,Easy,38.70%,https://leetcode.com/problems/products-worth-over-invoices
1678,Goal Parser Interpretation,Easy,88.20%,https://leetcode.com/problems/goal-parser-interpretation
1679,Max Number of K-Sum Pairs,Medium,57.40%,https://leetcode.com/problems/max-number-of-k-sum-pairs
1680,Concatenation of Consecutive Binary Numbers,Medium,66.70%,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers
1681,Minimum Incompatibility,Hard,41.90%,https://leetcode.com/problems/minimum-incompatibility
1682,Longest Palindromic Subsequence II,Medium,50.10%,https://leetcode.com/problems/longest-palindromic-subsequence-ii
1683,Invalid Tweets,Easy,85.20%,https://leetcode.com/problems/invalid-tweets
1684,Count the Number of Consistent Strings,Easy,88.50%,https://leetcode.com/problems/count-the-number-of-consistent-strings
1685,Sum of Absolute Differences in a Sorted Array,Medium,68.60%,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array
1686,Stone Game VI,Medium,61.80%,https://leetcode.com/problems/stone-game-vi
1687,Delivering Boxes from Storage to Ports,Hard,40.00%,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports
1688,Count of Matches in Tournament,Easy,86.60%,https://leetcode.com/problems/count-of-matches-in-tournament
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,Medium,90.50%,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers
1690,Stone Game VII,Medium,59.30%,https://leetcode.com/problems/stone-game-vii
1691,Maximum Height by Stacking Cuboids,Hard,62.60%,https://leetcode.com/problems/maximum-height-by-stacking-cuboids
1692,Count Ways to Distribute Candies,Hard,62.70%,https://leetcode.com/problems/count-ways-to-distribute-candies
1693,Daily Leads and Partners,Easy,86.90%,https://leetcode.com/problems/daily-leads-and-partners
1694,Reformat Phone Number,Easy,67.90%,https://leetcode.com/problems/reformat-phone-number
1695,Maximum Erasure Value,Medium,64.40%,https://leetcode.com/problems/maximum-erasure-value
1696,Jump Game VI,Medium,46.60%,https://leetcode.com/problems/jump-game-vi
1697,Checking Existence of Edge Length Limited Paths,Hard,63.60%,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths
1698,Number of Distinct Substrings in a String,Medium,64.50%,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string
1699,Number of Calls Between Two Persons,Medium,80.70%,https://leetcode.com/problems/number-of-calls-between-two-persons
1700,Number of Students Unable to Eat Lunch,Easy,80.00%,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch
1701,Average Waiting Time,Medium,73.10%,https://leetcode.com/problems/average-waiting-time
1702,Maximum Binary String After Change,Medium,48.00%,https://leetcode.com/problems/maximum-binary-string-after-change
1703,Minimum Adjacent Swaps for K Consecutive Ones,Hard,42.70%,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones
1704,Determine if String Halves Are Alike,Easy,78.90%,https://leetcode.com/problems/determine-if-string-halves-are-alike
1705,Maximum Number of Eaten Apples,Medium,44.20%,https://leetcode.com/problems/maximum-number-of-eaten-apples
1706,Where Will the Ball Fall,Medium,72.40%,https://leetcode.com/problems/where-will-the-ball-fall
1707,Maximum XOR With an Element From Array,Hard,59.40%,https://leetcode.com/problems/maximum-xor-with-an-element-from-array
1708,Largest Subarray Length K,Easy,65.60%,https://leetcode.com/problems/largest-subarray-length-k
1709,Biggest Window Between Visits,Medium,69.70%,https://leetcode.com/problems/biggest-window-between-visits
1710,Maximum Units on a Truck,Easy,75.20%,https://leetcode.com/problems/maximum-units-on-a-truck
1711,Count Good Meals,Medium,33.10%,https://leetcode.com/problems/count-good-meals
1712,Ways to Split Array Into Three Subarrays,Medium,34.60%,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays
1713,Minimum Operations to Make a Subsequence,Hard,50.10%,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence
1714,Sum Of Special Evenly-Spaced Elements In Array,Hard,49.80%,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array
1715,Count Apples and Oranges,Medium,75.70%,https://leetcode.com/problems/count-apples-and-oranges
1716,Calculate Money in Leetcode Bank,Easy,82.50%,https://leetcode.com/problems/calculate-money-in-leetcode-bank
1717,Maximum Score From Removing Substrings,Medium,66.40%,https://leetcode.com/problems/maximum-score-from-removing-substrings
